date,CommentCount,ArticleRelevance,ConversationalRelevance,PersonalXP,Readability,Brevity,Recommendation
Mar-05-2015 04:00 AM ,1,37.258044664659224,0.0,7.258064407258065,45.92391304347826,31.954887218045112,82.24687934166865
Mar-05-2015 06:00 AM ,1,56.95611599630664,0.0,0.0,42.119565217391305,25.563909774436087,78.49651876358767
Mar-05-2015 07:00 AM ,3,40.32246889380837,38.357680856721075,26.175418001175416,50.81521739130435,42.35588972431078,88.88184776002102
Mar-05-2015 08:00 AM ,2,20.334174088501037,28.016307520898877,29.220779054220777,27.03804347826087,15.037593984962406,50.510314665414896
Mar-05-2015 09:00 AM ,4,30.195381334727603,34.70350305485069,11.885642336885642,44.42934782608695,22.368421052631575,53.194784455352
Mar-05-2015 10:00 AM ,17,29.398484092459572,31.16280767147181,19.57644876810586,31.681585677749354,18.509509066784602,37.5455662850999
Mar-05-2015 11:00 AM ,35,18.73017957416875,27.19933321054855,16.2437728598152,28.866459627329192,17.7765843179377,30.855119744766547
Mar-05-2015 12:00 PM ,14,25.58807128218029,35.32152074854575,8.103494097389207,39.732142857142854,29.591836734693878,30.01998479714925
Mar-05-2015 01:00 PM ,3,30.484165537262765,37.60626491236113,24.002124324002125,61.413043478260875,46.11528822055138,37.49621782222763
Mar-05-2015 02:00 PM ,18,21.20784525414584,39.893994709847085,17.764701467764706,27.204106280193237,15.538847117794482,21.239804006617007
Mar-05-2015 03:00 PM ,4,22.57361691414363,25.30025951021132,28.21172324071172,31.929347826086953,17.105263157894736,22.388151298744177
Mar-05-2015 04:00 PM ,4,17.1239337702257,32.62808884522951,35.422763604172765,43.34239130434783,30.82706766917293,41.477353116563094
Mar-05-2015 05:00 PM ,7,29.063535232334257,43.36752264461651,10.091477870805763,55.82298136645962,45.327604726100965,36.02647935194012
Mar-05-2015 06:00 PM ,1,30.39755046570474,66.23748487248052,19.70802901970803,63.04347826086956,47.744360902255636,31.122278279578495
Mar-05-2015 07:00 PM ,1,30.982038630342174,48.416835143893266,0.0,11.141304347826086,6.7669172932330826,0.0
Mar-05-2015 08:00 PM ,2,26.261278782807057,63.70022164775686,7.932692482932692,58.152173913043484,43.609022556390975,15.561139151014235
Mar-05-2015 09:00 PM ,7,10.651490256382717,19.605760156987465,11.465851061465854,27.79503105590062,21.589688506981734,8.892079508451
Mar-05-2015 11:00 PM ,1,22.899389790456855,48.28248899728689,0.0,22.01086956521739,9.022556390977442,0.0
Mar-06-2015 12:00 AM ,2,30.137528637320557,54.83376540592748,10.576923310576923,45.923913043478265,22.556390977443606,7.780569575507117
Mar-06-2015 01:00 AM ,2,53.88701660091654,48.97135198676277,2.9605263779605266,53.80434782608695,35.150375939849624,0.0
Mar-06-2015 08:00 AM ,1,28.943244557317847,48.760218425663595,4.9632351799632355,70.38043478260869,48.1203007518797,0.0
Mar-06-2015 09:00 AM ,4,11.21629118043963,17.980598325299226,11.303402017553402,21.942934782608695,12.218045112781954,0.0
Mar-06-2015 10:00 AM ,1,40.17277469382121,84.23654398175353,8.940397283940397,70.38043478260869,53.00751879699248,15.561139151014235
Mar-06-2015 12:00 PM ,1,73.81796228407339,54.23035010055745,0.0,44.02173913043478,32.33082706766917,49.32764400685833
Mar-06-2015 01:00 PM ,1,6.151843920149104,21.804776475332776,44.02173896902174,35.32608695652174,15.037593984962406,15.561139151014235
Mar-06-2015 03:00 PM ,2,43.00186656990172,46.718477932368735,8.961732008961732,49.86413043478261,38.1578947368421,12.331911007327077
Mar-06-2015 05:00 PM ,1,100.0,85.66042297544519,14.94464918994465,92.3913043478261,98.87218045112782,0.0
Mar-06-2015 09:00 PM ,1,1.8214888699377876,16.470815338641543,16.981132291981133,66.03260869565217,56.76691729323308,0.0
Mar-06-2015 10:00 PM ,1,17.76264788693585,39.02010370472185,0.0,15.217391304347826,4.135338345864661,0.0
Mar-07-2015 11:00 AM ,2,41.89985225842641,43.31041285279323,1.4423076014423077,68.88586956521739,58.27067669172932,18.065923075253625
Mar-07-2015 08:00 PM ,2,20.442342149183794,39.59367265552954,0.0,23.505434782608695,15.225563909774436,7.780569575507117
Mar-07-2015 09:00 PM ,1,17.445593018874433,29.607816415929165,0.0,39.94565217391304,17.293233082706767,15.561139151014235
