UserID,Status_Accepted,commentBody,ApproveDate,RecommendationCount,Location,DisplayName,UserComments,TimesPeople,CommentSequence,EditorsSelection,ArticleRelevance,ConversationalRelevance,PersonalXP,Readability,Brevity,RecommendationScore,Latitude,Longitude,AVGPersonalXP,AVGReadability,AVGBrevity,AVGRecommendationScore,AVGPicks,AVGcommentspermonth
68648238,approved,I am afraid for our future. The founders state that high school students were deemed too immature for their app. It seems to me that their college users are too immature for college. Exaggerated self-importance is for toddlers only.,1425834843,257,NJ,Karen,api.nytimes.com/svc/community/v2/comments/user/id/68648238.xml,1,14351421,0,15.787896108979005,0.0,22.5000000225,35.18518518518518,14.44043321299639,86.39051426950553,40.075738,-74.404162,40.017467740017466,11.85327405012126,6.0804060826071415,4.459718670076726,0.0,0.9546863031287078
22181,approved,Because we just don\'t have enough oultets for unfettered nastiness..,1425834847,242,"Nashville, TN",Barry,api.nytimes.com/svc/community/v2/comments/user/id/22181.xml,1,14351424,0,0.12050659359908791,0.0,27.272727327272726,23.37962962962963,3.9711191335740077,85.45425322681085,36.162226,-86.774342,9.967161609967162,31.33788856911883,18.391387639379058,4.093700621483376,3.1847133999999997,0.8516235771325879
1614882,approved,"\""Social\"" media alright. Time to hold the developers criminally liable for not enforcing basic standards, and, if anti-abuse policies are in the terms of service agreements, that they be held civilly liable liable by victims.  ",1425834855,41,nowhere I can tell you,Chris,api.nytimes.com/svc/community/v2/comments/user/id/1614882.xml,1,14351427,0,1.8293683496916067,0.0,0.0,35.18518518518518,12.99638989169675,57.814561510918736,NA,NA,23.431121123431122,30.650198124494736,19.222041764101206,3.141168084398977,1.5081967,7.406450788439213
56328718,approved,"Yik Yak’s founders say their start-up is just experiencing some growing pains. “It’s definitely still a learning process for us,” said Mr. Buffington, “and we’re definitely still learning how to make the community more constructive.”<br/><br/>Yeah, or inflicting stupid pains?  What\'s the point?  What exactly is the purpose of Yik Yak---cute name, though.   And the app\'s popular... so, apparently they\'re just serving a market demand.",1425834900,17,Boston,former MA teacher,api.nytimes.com/svc/community/v2/comments/user/id/56328718.xml,1,14351436,0,56.63433911789951,8.552679451705943,4.054054204054054,51.388888888888886,25.631768953068594,44.10874063972858,42.360482,-71.059568,16.152093916152094,43.29291295068714,28.1989847296499,1.4890593918158568,2.7777778,1.7484080550853685
44857210,approved,The use of the app and the content reflect the problems we have as a culture in the US.  The app itself only exposes the deeper issues with how people handle their negative emotions.  ,1425834917,40,"Ann Arbor, MI",DMG,api.nytimes.com/svc/community/v2/comments/user/id/44857210.xml,1,14351445,0,22.845983814052655,20.773271912836304,17.64705871764706,32.638888888888886,12.274368231046932,57.43013579697074,42.268157,-83.731229,28.21587932821588,50.27818725949877,34.24593278224416,2.3318790432225063,0.0,0.0806872655903341
64888004,approved,"Yik Yak\'s founders don\'t really want to make a more positive community.  It\'s the bad and ugly stuff that attracts eyeballs, just like in the \""real world.\""  It\'s writing on the bathroom wall, except that everyone can see it.",1425834956,161,"Richmond, VA",Kira N.,api.nytimes.com/svc/community/v2/comments/user/id/64888004.xml,1,14351470,0,53.232333469480444,22.320085155770858,0.0,32.638888888888886,15.52346570397112,79.10959042178283,37.538509,-77.43428,50.59662035059662,15.799052999191586,7.814780975178623,4.403361345268542,2.5714286,3.4806271462491103
683439,approved,the internet has been destructive for civil discourse. this is just another nail in the coffin.,1425834960,56,massachusetts,ivehadit,api.nytimes.com/svc/community/v2/comments/user/id/683439.xml,1,14351479,0,1.5652311435028914,0.0,0.0,23.37962962962963,5.776173285198556,62.66848703717381,42.378877,-72.032366,16.221214816221217,30.218711463217453,15.923283355913798,2.584167662404092,2.9010239,2.750086527381477
11525842,approved,"For a college to block access to a social network app is \""arguably tantamount to curtailing freedom of speech\""? Hardly. It\'s a perfectly reasonable condition of admission.<br/>Oops, I forgot - the secondary school system in America is now concerned primarily with the happiness of its students, with their education coming in a distant second.",1425834972,137,Vancouver WA,Mark,api.nytimes.com/svc/community/v2/comments/user/id/11525842.xml,1,14351503,0,14.71577191998869,13.794170688794651,5.357142905357143,43.98148148148148,19.855595667870038,76.5964776626951,45.630695,-122.674456,20.86065902086066,27.816491511721903,15.050567214118168,2.018222506393862,1.0,5.062730394240396
160272,approved,Breaking: people that can hide behind anonymity say hateful (and stupid) things. ,1425834977,51,Maywood NJ,Eric Goebelbecker,api.nytimes.com/svc/community/v2/comments/user/id/160272.xml,1,14351504,0,7.664287329889832,3.1001976922744507,0.0,23.37962962962963,4.332129963898917,61.212431267807005,40.902599,-74.061807,13.21896961321897,26.80833044462408,15.422464215142298,3.799780782608696,3.5714286,0.4127614309578549
27920024,approved,Perhaps Yik Yak should address the notion of lack of respect some of its users seem to have.  This being a problem fostered by some of our media.  Yik Yak merely allows mass participation in this problem.,1425834984,6,"berkeley, ca",bb,api.nytimes.com/svc/community/v2/comments/user/id/27920024.xml,1,14351508,0,85.35205900265011,33.79322874618861,8.108108108108109,37.73148148148148,13.357400722021662,27.89491792923689,37.870839,-122.272864,21.118576521118577,38.204787421180264,23.00672174712829,6.216134207161126,2.259887,0.8801014355270969
