UserID,Status_Accepted,commentBody,ApproveDate,RecommendationCount,Location,DisplayName,UserComments,TimesPeople,CommentSequence,EditorsSelection,ArticleRelevance,ConversationalRelevance,PersonalXP,Readability,Brevity,RecommendationScore,Latitude,Longitude,AVGPersonalXP,AVGReadability,AVGBrevity,AVGRecommendationScore,AVGPicks,AVGcommentspermonth
63984680,approved,"I\'ve been reading \""What\'s the next Silicon Valley?\"" articles since the 1970s, when they used to be \""What\'s the next Silicon Valley / Route 128?\"" articles. All that\'s happened since then is that Route 128 (suburban Boston) lost out badly to Silicon Valley. <br/><br/>The reality is that all the information superhighway hype about how you didn\'t have to live anywhere in particular to do your job turned out backwards. Getting to the top is really about where you live and who you spend time with in person.",1425547472,39,America,Steve Sailer,api.nytimes.com/svc/community/v2/comments/user/id/63984680.xml,1,14319463,0,37.25804466,0,7.258064407,45.92391304,31.95488722,82.24687934,51.447704,5.966069,19.48375856,34.95454317,18.79971356,15.48330727,8.021559692,26.05534903
40255154,approved,"Agreed, Steve Sailer. Note, too, that for all the talk of disruption, Silicon Valley\'s status as the epicenter of tech development has grown over decades from historical roots in the military and electronics industries based there at least since the 1950s. You might even say that Silicon Valley evolved \""organically\"" (irony) which helps explain why cities can\'t become \""the new Silicon Valley\"" by waving a few tax breaks and an ad campaign.",1425553927,33,Philadelphia,Doug Hill,api.nytimes.com/svc/community/v2/comments/user/id/40255154.xml,1,14319878,0,56.956116,0,0,42.11956522,25.56390977,78.49651876,39.952335,-75.163789,38.27165211,43.10784199,27.65865705,18.42881875,22.68041213,0.848458343
705268,approved,"There is no next Silicon Valley...it\'s like naming the next Wall Street...driving the 101 between SF and SJ is a fantasy--gleaming office buildings with the names of American companies on them that you\'ve never heard of...but I\'ll give 3 answers..1)The Austin Texas model...big state schools, get an anchor company, and develop from there...2)The \""Me Too\"" Model..New York, which will be an epicenter because a lot of money is here, and people just want to live here, and 3)my favorite, the \""American Bangalore\"", which I favor Rochester--places where really good young talent is produced every year and where the economics make more sense than hiring in India",1425570092,3,"Westfield, NJ",Mike,api.nytimes.com/svc/community/v2/comments/user/id/705268.xml,1,14319995,0,22.22406445,53.55482228,22.31404945,51.63043478,43.23308271,24.66382201,40.658991,-74.347372,23.59489971,38.1554307,27.57710182,8.359838846,15.27777788,0.453657615
11223833,approved,"Salaries in Florida are low, and Orlando salaries are lowest among the major Florida cities.  My son graduated from UCF in Orlando about a decade ago.  The placement office told him that if he wanted to make real money, he would have to leave Florida.  There is a budding start up scene in Orlando and a rapidly growing downtown.  But the reality is that Orlando is a blue collar city that provides an army of low wage workers to support the tourists at the parks and I drive.  If you have a lot of ambition and strong tech skills, there is no reason to stay in Orlando and every reason to go west young man, go west.",1425570103,18,DC,John Smith,api.nytimes.com/svc/community/v2/comments/user/id/11223833.xml,1,14320084,0,97.03295925,4.379371651,23.07692297,47.82608696,41.72932331,64.88878316,38.893715,-76.987793,36.99554464,58.06100025,46.90479905,17.94103836,32.96529992,2.772796851
38130104,approved,"Growing up in Florida I could not wait with my technology skills to leave to go....guess where?  San Francisco and in 1986  I never looked back.  I remembered an article a few years later indicted that for every 10 people who moved to Florida over the age 65, 7 people under the age of 30 moved out. <br/><br/>I recently went to Orlando with my spouse who was attending a conference and I was astounded at how Orlando had grown with massive highways and never ending ugly malls and expanding theme parks.  After a few days there visiting one chain place after another, one ugly mall after another, I realized that Orlando had no soul no vibe other than the sounds of never ending traffic.  No individualism or sense of city spirit beyond marketing tourism for Europeans, South Americans or obese Americans who are there for the magic of discounted malls or a theme park a day.  After a lovely day of doing both they head with excitement to visit their favorite chain restaurant serving predictable plastic food that they can get anywhere in the US.   What a vacation and what a place to live.",1425557226,86,SF,SFjoe,api.nytimes.com/svc/community/v2/comments/user/id/38130104.xml,1,14320141,0,62.08581285,59.52720318,34.26395921,67.39130435,71.05263158,100,37.779277,-122.41927,57.1270338,66.4904164,57.14605232,41.91176471,0,0.247831474
7890860,approved,California ha a very big advantage in job mobility for workers because employee non-compete agreements are essentially unenforceable.<br/><br/>Here in Massachusetts I and a number of my friends in high tech have been threatened by our previous employers. Some have had to wait for a year to take a job in a related area after quitting a job.,1425558607,31,"lexington, ma",bentsn,api.nytimes.com/svc/community/v2/comments/user/id/7890860.xml,1,14320265,0,23.91165261,5.972898811,44.26229479,22.01086957,19.92481203,77.09293811,42.447318,-71.2245,35.01629803,30.43274081,14.56167818,36.20902559,27.24458217,3.382376041
67432250,approved,I\'m disappointed there is no mention of San Diego. Forbes even named it the top city to bring your start-up for 2014.,1425570107,1,CA,Ryan,api.nytimes.com/svc/community/v2/comments/user/id/67432250.xml,1,14320311,0,12.42488995,8.340953828,28.12500025,18.75,6.766917293,0,61.066692,-107.991707,0,19.38202247,6.463878327,1.812977099,0,0
3660662,approved,"In regards to Florida\'s comment about Pittsburgh\'s failure to become a high tech hub, I really do not understand his citing \""lifestyle reasons\"" as one of the reasons. The area has consistently been rated as a great place to live and in the 8 yrs. since my return is only getting better.",1425570112,14,"Pittsburgh, PA",Bill S,api.nytimes.com/svc/community/v2/comments/user/id/3660662.xml,1,14320388,0,40.72872139,19.25207628,25,37.77173913,18.04511278,59.24677971,40.441694,-79.990086,51.17264964,34.88764045,17.4904943,10.51526717,0,0.065218809
59610530,approved,"Why should anyone desire to be the \""Next Silicon Valley?\"" It\'s reminiscent of all those cities of yore calling themselves \""The Paris of the East\"" instead of capitalizing on their own unique features and identities. <br/><br/>Silicon Valley arose from a unique mix of universities, corporations and venture capital firms, and the fact that all these were in the same geographic area. Instead of trying to mount the impossible task of copying those elements in just the right way, these other cities should be looking at what they already have and finding ways to capitalize on it in ways nobody else can.",1425560167,54,New York,AD,api.nytimes.com/svc/community/v2/comments/user/id/59610530.xml,1,14320420,0,34.96994123,49.57294058,0,63.04347826,36.09022556,89.55260517,40.730599,-73.986581,28.61977413,62.82136736,49.76348521,49.46047353,42.88135606,8.123365004
40343536,approved,Does the NSA data center actually employ a lot of people in Utah??<br/><br/>Looking at the photo I see big big buildings but only 2 relatively small parking lots.  Do they let people work from home?,1425570151,10,usa,seeing with open eyes,api.nytimes.com/svc/community/v2/comments/user/id/40343536.xml,1,14320445,0,19.44395899,10.97895087,17.76315759,18.75,11.27819549,51.6929853,39.78373,-100.445882,41.34974979,34.4155077,20.37211004,26.1155209,6.894460093,22.69952729
